COMMUNE;LIBGEO;MED15;SEXE_1;SEXE_2;AGEREVQ_015;AGEREVQ_020;AGEREVQ_025;AGEREVQ_030;AGEREVQ_035;AGEREVQ_040;AGEREVQ_045;AGEREVQ_050;AGEREVQ_055;AGEREVQ_060;AGEREVQ_065;AGEREVQ_070;AGEREVQ_075;AGEREVQ_080;AGEREVQ_085;AGEREVQ_090;AGEREVQ_095;AGEREVQ_100;AGEREVQ_110;AGEREVQ_105;CS1_1;CS1_2;CS1_3;CS1_4;CS1_5;CS1_6;CS1_7;CS1_8;DIPLOME_1;DIPLOME_2;DIPLOME_3;EMPLOI_1;EMPLOI_2;EMPLOI_3;EMPLOI_9;MENAGE_1;MENAGE_2;MENAGE_3;MENAGE_4;MENAGE_5;TYPLOG_1;TYPLOG_3;TYPLOG_2;STOCC_1;STOCC_2;STOCC_3;STOCC_4
37198;Rillé;18 870;100;141;4,09;4,05;4,05;6,11;2,03;8,33;8,26;6,19;4,24;18,92;10,44;8,49;8,41;4,24;2,14;0,00;0,00;0,00;0,00;0,00;2,03;4,13;0,00;4,09;22,82;6,08;48,40;12,46;71,18;14,41;14,41;20,60;0,00;8,18;71,22;15,00;12,50;30,46;42,05;0,00;100,00;0,00;0,00;91,59;6,27;0,00;2,14
37199;Rilly-sur-Vienne;18 848;192;187;2,66;4,00;4,00;13,33;7,99;6,66;9,33;9,34;12,00;4,00;6,67;4,01;8,01;5,34;1,34;0,00;1,34;0,00;0,00;0,00;4,00;6,67;5,34;6,65;13,33;24,00;29,37;10,65;72,02;9,33;18,65;37,33;4,00;9,33;49,35;16,04;5,34;38,59;40,04;0,00;98,66;0,00;1,34;68,00;22,65;4,01;5,34
37200;Rivarennes;18 417;431;370;7,89;3,09;4,38;8,03;7,86;12,19;9,26;5,73;5,09;7,74;10,19;2,55;8,32;4,50;1,92;1,26;0,00;0,00;0,00;0,00;1,84;3,07;2,60;11,80;17,89;17,35;30,67;14,78;70,68;8,79;20,53;38,37;4,99;4,91;51,73;13,09;5,67;45,58;31,92;3,74;98,13;1,87;0,00;83,45;9,00;5,67;1,87
37201;Rivière;20 587;292;298;6,09;1,74;6,09;5,22;3,48;6,96;9,57;13,04;10,43;11,30;6,09;5,22;6,09;6,09;2,61;0,00;0,00;0,00;0,00;0,00;2,61;4,35;5,22;13,04;17,39;14,78;35,65;6,96;63,48;16,52;20,00;38,26;4,35;10,43;46,96;15,65;8,70;35,65;40,00;0,00;100,00;0,00;0,00;75,65;12,17;10,43;1,74
37202;La Roche-Clermault;20 539;225;200;5,68;2,39;3,42;4,58;5,71;9,20;10,36;9,51;4,82;9,65;14,33;3,59;10,74;2,36;3,66;0,00;0,00;0,00;0,00;0,00;2,29;2,22;1,16;10,36;16,32;13,03;45,45;9,17;71,07;11,46;17,48;32,66;7,11;4,52;55,71;13,56;0,00;43,36;38,30;4,79;97,81;0,00;2,19;87,89;8,49;3,63;0,00
37203;Rochecorbon;25 584;1233;1364;9,35;2,53;5,45;4,87;7,21;7,40;10,71;8,17;8,96;8,96;6,43;5,64;3,51;4,48;3,29;1,91;0,77;0,38;0,00;0,00;0,39;5,65;15,77;16,36;11,10;5,65;29,71;15,37;45,29;15,19;39,52;38,95;2,53;8,96;49,56;14,99;9,54;38,17;33,49;3,80;85,30;3,80;10,91;76,73;9,93;8,18;5,16
37204;Rouziers-de-Touraine;22 157;544;466;10,20;2,91;7,28;7,28;6,31;9,22;14,56;11,65;6,31;6,80;8,25;2,91;3,40;0,49;1,94;0,49;0,00;0,00;0,00;0,00;0,49;6,31;9,71;19,42;15,05;15,05;22,81;11,17;53,89;16,50;29,61;41,74;11,16;8,25;38,84;9,71;5,34;52,42;30,09;2,44;98,53;0,49;0,97;81,06;12,62;3,88;2,44
37205;Saché;21 201;541;550;9,66;3,68;6,42;6,43;8,75;11,51;8,28;7,79;12,35;5,48;6,40;3,67;2,29;1,37;4,57;0,91;0,46;0,00;0,00;0,00;2,75;4,13;6,90;17,00;17,00;15,60;24,68;11,94;59,59;17,43;22,97;44,54;7,36;7,79;40,31;10,94;5,95;50,65;31,09;1,37;94,04;1,37;4,59;84,39;14,23;0,00;1,37
37206;Saint-Antoine-du-Rocher;24 030;651;652;5,10;4,73;6,70;9,84;9,44;13,37;8,26;7,50;10,28;8,22;7,05;4,75;1,98;1,19;0,79;0,40;0,40;0,00;0,00;0,00;0,79;2,77;14,99;25,59;18,53;9,45;22,01;5,88;48,77;18,93;32,29;58,29;5,92;4,74;31,04;9,53;2,76;54,63;32,29;0,79;98,02;0,00;1,98;83,80;14,61;0,40;1,19
37207;Saint-Aubin-le-Dépeint;17 762;111;105;2,17;0,00;8,87;8,79;8,88;4,84;14,02;9,47;16,39;4,74;4,84;0,00;7,21;4,95;0,00;4,84;0,00;0,00;0,00;0,00;2,37;4,84;0,00;6,70;25,47;24,96;28,94;6,72;72,17;16,49;11,35;44,01;4,54;7,21;44,25;22,26;11,45;28,41;37,88;0,00;92,79;0,00;7,21;72,74;17,97;2,47;6,81
37208;Saint-Avertin;25 499;5874;6693;7,23;4,27;4,80;4,92;6,14;7,53;8,43;8,71;9,52;9,38;8,83;6,43;5,19;4,65;2,66;1,01;0,30;0,00;0,00;0,00;0,08;3,30;14,04;16,03;12,52;6,36;34,90;12,77;44,48;18,20;37,32;37,61;4,87;5,66;51,86;16,34;5,09;38,55;36,93;3,09;77,77;1,70;20,53;74,94;14,41;7,79;2,87
37210;Saint-Benoît-la-Forêt;21 408;299;411;2,71;3,48;3,49;9,87;3,39;10,99;4,85;8,56;4,94;10,78;3,62;4,32;4,32;9,19;9,86;4,93;0,70;0,00;0,00;0,00;0,68;3,49;6,88;13,45;11,24;7,55;47,02;9,69;60,68;11,28;28,04;34,95;0,70;4,17;60,18;8,16;0,00;31,43;25,90;34,51;63,31;34,51;2,18;52,67;1,44;11,39;34,51
37211;Saint-Branchs;21 362;1070;1005;7,43;4,80;6,47;9,11;8,39;7,91;8,87;8,87;9,11;7,43;8,63;5,28;2,40;1,92;2,16;0,96;0,24;0,00;0,00;0,00;1,92;3,36;7,43;16,55;18,47;16,31;26,38;9,59;56,59;19,90;23,50;47,48;6,71;6,47;39,33;13,67;5,76;45,56;32,61;2,40;94,00;0,24;5,76;83,69;11,51;4,56;0,24
37212;Sainte-Catherine-de-Fierbois;19 528;314;295;9,68;2,42;7,26;8,06;6,45;10,48;11,29;4,84;6,45;7,26;5,65;10,48;6,45;0,00;1,61;1,61;0,00;0,00;0,00;0,00;0,00;3,23;3,23;17,74;15,32;15,32;30,65;14,52;56,45;28,23;15,32;41,13;6,45;4,03;48,39;12,90;7,26;50,81;29,03;0,00;98,39;0,00;1,61;83,06;4,84;11,29;0,81
37213;Saint-Christophe-sur-le-Nais;18 854;425;465;6,73;4,49;5,05;8,41;8,98;10,67;5,05;7,87;9,56;4,50;7,87;5,63;2,81;3,38;6,75;1,69;0,56;0,00;0,00;0,00;1,12;3,37;5,62;10,67;14,04;21,34;31,50;12,35;68,54;14,61;16,85;38,19;6,74;5,61;49,46;14,08;8,42;38,14;30,37;8,99;88,76;8,99;2,25;77,52;6,75;5,61;10,12
37214;Saint-Cyr-sur-Loire;24 766;6131;7500;6,51;5,61;5,54;5,06;5,45;6,61;7,79;7,74;8,74;8,49;9,92;7,03;5,49;4,38;3,38;1,73;0,46;0,06;0,00;0,00;0,03;3,10;12,94;15,78;12,31;5,46;36,54;13,85;41,31;19,93;38,76;33,69;5,55;6,24;54,51;23,88;8,24;28,63;35,66;3,60;58,95;2,87;38,18;66,10;20,88;9,09;3,93
37216;Saint-Épain;19 053;565;635;4,58;2,50;5,83;8,33;8,75;10,00;7,50;12,92;7,92;6,67;8,75;4,58;2,92;4,58;2,50;1,25;0,42;0,00;0,00;0,00;5,00;4,58;5,00;15,00;15,83;15,00;29,17;10,42;63,33;14,17;22,50;40,42;5,83;10,00;43,75;15,00;5,42;43,75;33,33;2,50;92,08;1,67;6,25;77,08;12,50;10,42;0,00
37217;Saint-Étienne-de-Chigny;20 997;620;610;8,54;7,32;7,72;8,94;6,10;10,57;8,13;10,98;10,57;9,35;5,28;3,66;1,22;0,81;0,00;0,81;0,00;0,00;0,00;0,00;0,41;3,66;12,20;22,76;17,07;10,98;19,11;13,82;49,59;20,33;30,08;50,41;6,50;6,50;36,59;11,79;7,32;52,44;27,64;0,81;94,72;0,00;5,28;80,08;6,50;11,79;1,63
37218;Saint-Flovier;18 712;218;274;5,89;1,97;5,02;7,00;2,97;3,00;6,90;3,98;10,18;14,23;10,20;7,15;8,18;9,23;3,07;1,03;0,00;0,00;0,00;0,00;5,00;4,94;2,02;3,02;4,03;21,08;48,02;11,89;76,85;14,03;9,12;20,10;1,98;11,00;66,91;21,70;5,08;32,60;38,62;2,00;98,97;0,00;1,03;79,78;10,04;9,17;1,02
37219;Saint-Genouph;21 928;435;435;9,20;5,75;3,45;10,92;8,62;8,62;10,34;9,77;5,17;12,07;6,90;4,60;0,00;1,72;1,15;1,72;0,00;0,00;0,00;0,00;0,57;3,45;6,90;18,97;16,67;12,64;27,01;13,79;62,64;14,37;22,99;45,40;4,60;4,60;45,40;10,92;6,32;48,28;32,18;2,30;97,13;0,57;2,30;84,48;10,34;1,15;4,02
37220;Saint-Germain-sur-Vienne;18 715;164;158;4,45;6,08;4,51;2,89;4,27;1,44;10,53;10,67;17,23;6,33;7,90;7,70;4,83;4,70;4,83;1,63;0,00;0,00;0,00;0,00;1,50;7,53;3,07;15,11;13,49;7,77;39,42;12,10;58,94;18,25;22,81;21,14;7,59;10,48;60,80;24,14;7,64;33,76;34,46;0,00;91,97;3,13;4,89;75,17;10,78;3,26;10,78
37221;Saint-Hippolyte;19 291;273;269;4,71;1,91;5,65;4,69;3,94;8,50;7,54;5,63;12,12;11,11;14,76;5,56;3,69;5,55;4,62;0,00;0,00;0,00;0,00;0,00;0,93;6,53;0,93;6,59;15,12;18,90;41,56;9,44;74,77;13,04;12,20;28,39;4,71;8,41;58,49;15,52;8,44;33,40;37,08;5,56;95,26;4,74;0,00;86,93;6,45;0,00;6,62
37222;Saint-Jean-Saint-Germain;20 920;285;310;5,88;1,68;5,88;5,88;5,88;6,72;9,24;11,76;8,40;11,76;6,72;9,24;2,52;5,04;2,52;0,00;0,84;0,00;0,00;0,00;3,36;4,20;4,20;11,76;13,45;14,29;38,66;10,08;66,39;15,97;17,65;33,61;5,04;10,08;51,26;14,29;7,56;33,61;33,61;10,92;93,28;5,88;0,84;75,63;18,49;0,00;5,88
37223;Saint-Laurent-de-Lin;19 022;125;140;1,89;9,43;5,66;1,89;16,98;5,66;7,55;3,77;11,32;3,77;18,87;1,89;3,77;1,89;3,77;1,89;0,00;0,00;0,00;0,00;1,89;7,55;1,89;13,21;15,09;15,09;33,96;11,32;69,81;20,75;9,43;39,62;3,77;9,43;47,17;18,87;5,66;45,28;30,19;0,00;100,00;0,00;0,00;67,92;18,87;5,66;7,55
37224;Saint-Laurent-en-Gâtines;20 841;340;350;6,52;0,00;7,25;8,70;13,77;14,49;7,25;7,25;5,07;6,52;8,70;2,17;4,35;5,07;2,90;0,00;0,00;0,00;0,00;0,00;2,90;2,17;4,35;18,12;13,04;22,46;28,99;7,97;57,25;18,12;24,64;46,38;6,52;5,07;42,03;11,59;7,25;46,38;34,78;0,00;99,28;0,00;0,72;78,26;11,59;7,25;2,90
37225;Saint-Martin-le-Beau;21 836;1300;1270;8,17;5,06;3,89;6,61;7,98;9,92;9,92;10,31;9,53;6,23;7,78;6,23;3,89;1,56;2,53;0,39;0,00;0,00;0,00;0,00;1,36;2,72;7,39;19,07;15,95;14,01;27,24;12,26;57,39;18,68;23,93;43,39;6,23;5,25;45,14;9,53;4,28;47,67;34,24;4,28;95,14;2,92;1,95;80,74;7,78;8,37;3,11
37226;Sainte-Maure-de-Touraine;19 095;1702;1909;5,74;3,53;3,97;6,44;5,88;6,88;8,61;6,74;8,41;7,55;9,41;8,62;5,59;5,93;3,44;2,47;0,78;0,00;0,00;0,00;1,29;2,44;3,30;11,33;14,20;16,15;39,27;12,02;69,37;14,67;15,96;32,64;7,32;4,30;55,74;18,65;7,32;31,70;34,71;7,63;80,18;6,77;13,05;65,98;14,92;10,90;8,20
37228;Saint-Nicolas-de-Bourgueil;20 456;465;465;5,91;3,23;5,38;8,60;4,84;3,76;7,53;9,14;6,99;6,45;14,52;5,38;8,06;5,91;2,15;1,08;1,08;0,00;0,00;0,00;8,60;4,30;4,30;3,76;13,44;13,98;41,40;10,22;73,66;11,83;14,52;30,65;2,15;12,90;54,30;14,52;2,15;38,17;45,16;0,00;97,31;0,00;2,69;86,56;8,60;4,30;0,54
37229;Saint-Nicolas-des-Motets;20 657;115;90;12,20;2,44;2,44;9,76;4,88;7,32;12,20;17,07;12,20;0,00;9,76;2,44;4,88;2,44;0,00;0,00;0,00;0,00;0,00;0,00;2,44;7,32;4,88;9,76;19,51;21,95;21,95;12,20;65,85;14,63;19,51;46,34;4,88;9,76;39,02;9,76;4,88;56,10;29,27;0,00;100,00;0,00;0,00;90,24;4,88;0,00;4,88
37230;Saint-Ouen-les-Vignes;21 710;411;436;11,73;1,77;4,14;3,56;7,65;10,58;9,44;11,84;8,91;11,89;2,98;4,77;3,58;3,58;2,39;1,19;0,00;0,00;0,00;0,00;1,19;6,49;7,70;15,93;14,16;13,59;28,60;12,34;59,78;18,91;21,31;37,80;6,48;9,45;46,27;10,18;5,33;47,00;32,14;5,35;97,03;0,00;2,97;75,76;15,35;8,30;0,60
37231;Saint-Paterne-Racan;19 377;738;625;6,95;3,29;7,32;5,85;7,68;6,22;9,51;10,24;10,61;8,78;7,68;3,66;2,56;4,39;2,93;1,83;0,49;0,00;0,00;0,00;2,93;5,12;4,39;14,63;15,73;18,66;29,76;8,78;65,49;17,32;17,20;40,61;7,32;10,24;41,83;17,93;5,85;40,61;34,39;1,22;92,93;0,49;6,59;78,66;9,15;10,98;1,22
37232;Saint-Patrice;19 447;788;788;7,64;2,86;4,80;4,79;6,68;13,08;9,24;10,19;4,47;6,38;5,42;6,36;7,29;5,08;4,77;0,95;0,00;0,00;0,00;0,00;1,59;3,83;4,12;12,74;16,58;17,57;33,72;9,85;65,94;16,22;17,84;39,24;5,42;6,05;49,30;14,63;7,95;38,57;35,65;3,20;97,78;1,58;0,64;85,67;8,91;4,79;0,63
37233;Saint-Pierre-des-Corps;17 667;5891;6783;7,28;6,88;7,44;7,50;7,70;8,23;7,45;7,19;6,69;7,99;7,87;5,64;4,21;3,76;2,78;1,13;0,23;0,03;0,00;0,00;0,06;1,99;6,11;12,18;16,47;14,99;30,30;17,90;63,21;15,81;20,98;32,91;7,37;2,74;56,98;22,23;11,24;34,60;27,80;4,13;48,66;1,79;49,55;47,62;13,55;35,70;3,13
37234;Saint-Quentin-sur-Indrois;21 589;210;195;6,18;4,95;6,17;9,90;3,70;17,33;8,65;8,63;3,70;6,16;6,16;4,93;3,69;6,16;3,69;0,00;0,00;0,00;0,00;0,00;4,93;3,70;9,92;18,53;12,37;12,35;28,32;9,88;64,13;11,12;24,75;39,56;4,95;12,34;43,15;14,74;4,93;48,28;27,11;4,93;92,60;4,93;2,46;81,50;9,88;3,69;4,93
37236;Saint-Règle;23 750;227;232;11,14;4,38;6,55;4,45;11,10;11,09;6,65;12,07;1,10;15,22;8,69;5,40;1,08;0,00;1,07;0,00;0,00;0,00;0,00;0,00;1,08;8,91;7,80;14,32;14,30;13,10;29,28;11,21;44,88;30,72;24,41;36,41;7,62;12,21;43,76;7,48;3,25;54,58;34,69;0,00;97,83;0,00;2,17;90,26;8,67;0,00;1,07
37237;Saint-Roch;23 480;470;555;10,24;3,90;3,41;5,37;5,85;13,17;11,71;10,73;10,73;6,83;12,68;1,46;3,41;0,49;0,00;0,00;0,00;0,00;0,00;0,00;0,98;4,88;8,78;23,41;18,05;7,80;23,90;12,20;55,61;19,51;24,88;47,80;6,34;6,83;39,02;7,32;5,37;54,15;32,20;0,98;97,07;0,00;2,93;85,37;10,73;3,90;0,00
37238;Saint-Senoch;17 864;240;229;13,14;4,40;3,26;7,71;4,37;7,67;7,62;10,86;12,98;4,31;5,39;4,33;6,46;4,29;3,22;0,00;0,00;0,00;0,00;0,00;2,16;5,41;0,00;6,54;20,77;26,15;25,84;13,13;80,37;14,20;5,43;41,41;6,59;7,57;44,42;10,67;5,43;53,74;30,16;0,00;98,93;0,00;1,07;77,26;20,61;2,13;0,00
37240;Saunay;20 496;250;295;8,26;5,50;4,59;2,75;13,76;14,68;10,09;6,42;2,75;6,42;5,50;6,42;4,59;2,75;1,83;3,67;0,00;0,00;0,00;0,00;0,00;2,75;10,09;13,76;19,27;15,60;30,28;8,26;51,38;24,77;23,85;47,71;6,42;2,75;43,12;11,01;1,83;54,13;29,36;3,67;100,00;0,00;0,00;89,91;8,26;0,00;1,83
37241;Savigné-sur-Lathan;18 294;535;540;7,91;3,72;6,05;6,05;6,98;7,44;9,30;9,30;7,91;8,84;4,19;5,58;8,37;6,51;1,40;0,47;0,00;0,00;0,00;0,00;0,93;2,79;2,79;10,70;18,14;23,72;32,09;8,84;68,37;20,00;11,63;40,47;9,30;4,19;46,05;17,67;10,23;39,53;31,63;0,93;94,42;0,93;4,65;71,63;16,74;8,84;2,79
37242;Savigny-en-Véron;20 564;632;592;8,13;5,29;6,10;9,35;6,50;8,54;12,20;8,94;4,47;6,91;7,32;6,91;2,44;4,06;2,44;0,00;0,41;0,00;0,00;0,00;0,81;4,88;2,44;13,82;14,63;20,32;28,86;14,24;69,92;13,41;16,66;37,39;6,50;6,10;50,00;14,63;8,54;41,05;30,89;4,89;89,01;8,14;2,85;72,76;14,23;6,50;6,51
37243;Savonnières;24 639;1264;1299;7,41;3,31;3,31;7,02;8,77;7,99;8,97;12,48;7,80;8,58;9,94;5,26;2,92;3,70;1,17;1,17;0,19;0,00;0,00;0,00;0,39;4,68;12,67;21,44;13,84;6,43;28,46;12,09;47,56;17,93;34,50;42,69;3,90;8,58;44,83;9,36;5,46;47,76;37,04;0,39;97,27;0,58;2,14;89,47;7,60;1,56;1,36
37244;Sazilly;18 621;100;115;6,98;9,30;2,33;2,33;2,33;6,98;11,63;18,60;4,65;9,30;11,63;2,33;2,33;2,33;4,65;0,00;2,33;0,00;0,00;0,00;0,00;2,33;2,33;6,98;30,23;13,95;32,56;11,63;74,42;18,60;6,98;46,51;4,65;2,33;46,51;13,95;18,60;44,19;23,26;0,00;100,00;0,00;0,00;74,42;13,95;0,00;11,63
37245;Semblançay;23 126;926;844;6,51;7,02;6,61;7,73;5,96;9,94;11,90;8,63;9,69;8,73;5,50;2,57;3,49;1,43;2,29;1,71;0,28;0,00;0,00;0,00;0,28;6,25;8,54;16,92;17,81;15,75;22,83;11,62;54,21;21,70;24,09;45,39;7,63;8,25;38,73;9,02;2,32;53,77;27,25;7,64;90,59;7,06;2,34;82,01;8,61;0,57;8,81
37246;Sennevières;19 191;95;100;2,56;12,82;12,82;7,69;7,69;10,26;5,13;10,26;7,69;5,13;5,13;5,13;2,56;5,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,56;10,26;15,38;25,64;20,51;25,64;61,54;15,38;23,08;33,33;7,69;2,56;56,41;15,38;2,56;20,51;35,90;25,64;82,05;15,38;2,56;56,41;23,08;5,13;15,38
37247;Sepmes;19 439;275;270;6,56;4,21;3,70;8,51;6,87;6,10;15,11;3,74;14,27;6,21;4,66;11,65;6,51;0,92;0,96;0,00;0,00;0,00;0,00;0,00;8,22;0,86;3,38;8,73;14,53;23,74;28,11;12,42;67,47;16,92;15,60;36,36;4,59;9,79;49,26;18,66;3,66;38,65;38,11;0,92;95,96;2,11;1,92;74,12;9,13;13,67;3,08
37248;Seuilly;18 643;133;154;8,09;0,00;0,00;3,46;6,51;4,93;17,18;8,50;6,86;15,96;6,98;7,10;1,76;1,82;9,05;1,82;0,00;0,00;0,00;0,00;1,64;3,52;6,62;8,74;17,02;10,50;39,02;12,95;54,15;10,20;35,65;27,09;7,10;6,80;59,01;25,50;3,52;39,32;31,66;0,00;90,89;7,29;1,82;71,83;17,67;8,68;1,82
37249;Sonzay;20 352;556;582;9,78;3,56;8,00;10,67;8,00;8,89;9,78;6,22;10,22;5,78;7,11;6,22;1,78;1,78;1,78;0,44;0,00;0,00;0,00;0,00;2,67;4,89;5,33;19,11;18,22;14,22;21,78;13,78;50,67;22,22;27,11;45,78;7,11;9,33;37,78;12,44;6,67;48,89;32,00;0,00;95,56;0,00;4,44;74,67;17,78;7,56;0,00
37250;Sorigny;21 646;977;1009;9,26;4,43;5,15;8,59;8,58;10,05;10,30;8,58;3,93;5,64;8,33;5,88;4,66;2,21;3,68;0,49;0,25;0,00;0,00;0,00;0,98;2,21;9,07;15,73;18,14;16,79;26,97;10,11;54,36;18,68;26,97;48,05;6,54;5,64;39,77;11,28;5,15;45,35;33,83;4,40;93,89;3,17;2,94;81,39;11,03;4,17;3,42
37251;Souvigné;20 494;290;305;4,20;0,84;9,24;12,61;12,61;12,61;5,88;8,40;10,08;7,56;6,72;3,36;1,68;2,52;1,68;0,00;0,00;0,00;0,00;0,00;0,84;4,20;5,04;24,37;15,13;22,69;22,69;5,04;55,46;16,81;27,73;55,46;6,72;6,72;31,09;13,45;5,04;46,22;35,29;0,00;99,16;0,84;0,00;84,03;8,40;6,72;0,84
37252;Souvigny-de-Touraine;21 186;151;146;5,09;10,17;5,09;10,21;11,88;10,19;3,38;3,38;6,77;16,92;1,69;6,78;1,69;5,07;1,69;0,00;0,00;0,00;0,00;0,00;0,00;3,41;5,08;13,57;16,96;18,65;33,85;8,48;54,20;22,05;23,75;37,30;10,17;3,41;49,13;11,83;10,16;44,17;33,84;0,00;100,00;0,00;0,00;83,05;15,26;1,69;0,00
37253;Sublaines;19 392;74;74;7,14;0,00;7,14;10,71;17,86;3,57;10,71;7,14;0,00;0,00;3,57;17,86;3,57;3,57;3,57;3,57;0,00;0,00;0,00;0,00;3,57;0,00;17,86;21,43;10,71;7,14;32,14;7,14;53,57;10,71;35,71;42,86;3,57;3,57;50,00;17,86;3,57;42,86;35,71;0,00;100,00;0,00;0,00;89,29;10,71;0,00;0,00
37254;Tauxigny;21 823;645;610;6,77;4,78;7,57;8,77;9,16;9,16;8,76;7,97;9,17;7,97;7,17;2,79;4,38;2,79;1,59;0,80;0,40;0,00;0,00;0,00;2,79;6,37;5,98;18,33;16,34;17,13;25,10;7,97;58,57;15,93;25,49;41,04;9,56;10,35;39,05;10,36;6,78;48,61;32,66;1,59;96,02;1,99;1,99;86,45;9,97;1,99;1,59
37255;Tavant;19 669;120;100;4,55;9,09;2,27;4,55;6,82;0,00;6,82;15,91;13,64;11,36;13,64;0,00;2,27;6,82;0,00;2,27;0,00;0,00;0,00;0,00;6,82;2,27;2,27;9,09;15,91;27,27;31,82;4,55;84,09;11,36;4,55;29,55;13,64;9,09;47,73;20,45;11,36;36,36;31,82;0,00;95,45;0,00;4,55;79,55;15,91;0,00;4,55
37256;Theneuil;19 821;125;120;4,06;8,14;6,08;8,10;2,06;0,00;6,08;2,06;16,32;10,21;10,25;14,33;6,14;4,11;2,06;0,00;0,00;0,00;0,00;0,00;0,00;4,07;2,04;8,15;20,37;14,24;38,93;12,20;63,36;18,26;18,38;24,46;8,12;8,14;59,28;14,41;4,05;36,50;45,04;0,00;100,00;0,00;0,00;83,74;4,05;12,21;0,00
37257;Thilouze;21 430;602;670;7,95;4,55;8,33;5,68;14,02;8,71;11,74;9,09;6,82;5,68;5,68;5,30;1,52;2,65;1,52;0,76;0,00;0,00;0,00;0,00;2,27;3,03;5,68;15,53;25,00;15,53;22,73;10,23;55,68;20,83;23,48;51,14;6,06;6,82;35,98;10,98;4,92;56,06;28,03;0,00;98,86;0,00;1,14;85,61;10,98;2,65;0,76
37258;Thizay;21 251;151;115;9,43;7,55;5,66;0,00;9,43;5,66;15,09;11,32;11,32;3,77;0,00;3,77;7,55;3,77;5,66;0,00;0,00;0,00;0,00;0,00;0,00;5,66;1,89;9,43;26,42;20,75;24,53;11,32;60,38;16,98;22,64;41,51;5,66;5,66;47,17;11,32;3,77;45,28;26,42;13,21;100,00;0,00;0,00;81,13;9,43;5,66;3,77
37259;Tournon-Saint-Pierre;18 605;183;203;2,56;3,85;6,41;3,85;5,13;1,28;6,41;10,26;12,82;14,10;12,82;7,69;3,85;1,28;5,13;2,56;0,00;0,00;0,00;0,00;1,28;1,28;0,00;5,13;19,23;21,79;41,03;10,26;88,46;8,97;2,56;35,90;3,85;2,56;57,69;25,64;7,69;28,21;38,46;0,00;100,00;0,00;0,00;67,95;24,36;5,13;2,56
37260;La Tour-Saint-Gelin;19 101;235;230;8,60;1,08;2,15;3,23;4,30;4,30;8,60;15,05;6,45;9,68;7,53;6,45;10,75;7,53;4,30;0,00;0,00;0,00;0,00;0,00;3,23;3,23;4,30;8,60;13,98;16,13;39,78;10,75;76,34;13,98;9,68;31,18;6,45;9,68;52,69;16,13;2,15;45,16;34,41;2,15;97,85;0,00;2,15;94,62;2,15;0,00;3,23
37261;Tours;19 133;52830;63485;10,04;13,30;9,85;7,76;6,61;6,60;6,35;6,30;5,91;5,75;5,40;4,17;3,68;3,67;2,67;1,48;0,40;0,05;0,00;0,00;0,03;2,38;11,04;14,12;16,35;10,15;23,73;22,20;41,27;23,44;35,29;31,98;9,23;4,10;54,68;34,59;9,95;23,11;24,12;8,23;25,83;4,72;69,45;35,70;27,58;26,55;10,17
37262;Trogues;20 951;149;124;8,96;3,64;7,17;1,79;8,67;8,78;9,20;13,04;12,79;9,08;7,54;1,85;1,85;5,62;0,00;0,00;0,00;0,00;0,00;0,00;1,79;5,44;0,00;10,82;23,55;21,82;24,16;12,43;65,46;21,88;12,67;41,60;9,08;9,02;40,29;13,41;16,56;40,39;29,65;0,00;100,00;0,00;0,00;85,05;14,95;0,00;0,00
37263;Truyes;22 360;975;1000;8,35;4,56;5,06;8,35;6,33;10,89;11,90;6,84;8,10;10,13;8,35;3,29;3,80;1,77;1,52;0,51;0,25;0,00;0,00;0,00;0,25;4,56;5,06;16,96;17,72;14,68;27,09;13,67;57,22;15,70;27,09;43,04;4,30;5,57;47,09;10,89;3,54;49,62;32,91;3,04;94,68;2,78;2,53;78,73;9,62;8,86;2,78
37264;Vallères;21 722;466;471;9,88;1,65;5,53;10,50;7,70;10,99;12,67;10,52;4,99;7,79;8,34;2,78;2,78;2,78;0,56;0,56;0,00;0,00;0,00;0,00;2,21;7,16;8,27;14,90;19,31;13,25;24,46;10,44;57,52;18,21;24,28;45,79;4,97;8,83;40,41;11,16;4,39;52,25;31,09;1,11;97,82;1,07;1,11;87,30;11,07;0,00;1,63
37265;Varennes;19 901;130;95;13,33;4,44;4,44;11,11;6,67;6,67;6,67;11,11;11,11;8,89;6,67;2,22;2,22;2,22;0,00;2,22;0,00;0,00;0,00;0,00;0,00;4,44;13,33;6,67;13,33;22,22;22,22;17,78;57,78;24,44;17,78;40,00;2,22;8,89;48,89;13,33;11,11;44,44;31,11;0,00;100,00;0,00;0,00;84,44;6,67;8,89;0,00
37266;Veigné;23 480;2383;2635;7,69;3,83;5,17;6,99;6,42;8,43;8,24;8,34;9,29;9,30;7,47;5,94;5,65;3,54;2,30;0,98;0,40;0,00;0,00;0,00;0,29;4,79;9,87;17,05;15,78;8,53;31,84;11,85;50,52;19,97;29,51;42,35;4,22;6,71;46,73;12,65;7,86;40,23;36,79;2,48;91,87;2,29;5,84;78,27;10,82;8,24;2,67
